"Notes"	"Year"	"Year Code"	"State"	"State Code"	Births	Total Population	Birth Rate	Female Population	Fertility Rate	Average Birth Weight	Average Age of Mother	Average LMP Gestational Age	Average OE Gestational Age
	"2016"	"2016"	"Idaho"	"16"	22482	1683140	13.36	322092	69.80	3302.53	27.90	38.72	38.58
	"2016"	"2016"	"Illinois"	"17"	154445	12801539	12.06	2549621	60.58	3266.33	29.15	38.58	38.40
	"2016"	"2016"	"Indiana"	"18"	83091	6633053	12.53	1293192	64.25	3280.87	27.73	38.61	38.49
	"2016"	"2016"	"Iowa"	"19"	39403	3134693	12.57	589319	66.86	3353.29	28.29	38.84	38.56
	"2016"	"2016"	"Kansas"	"20"	38053	2907289	13.09	558638	68.12	3313.53	28.06	38.54	38.53
	"2016"	"2016"	"Kentucky"	"21"	55449	4436974	12.50	848442	65.35	3259.19	27.24	38.56	38.28
	"2016"	"2016"	"Louisiana"	"22"	63178	4681666	13.49	940460	67.18	3176.39	27.32	38.22	38.12
	"2016"	"2016"	"Maine"	"23"	12705	1331479	9.54	231340	54.92	3362.25	28.69	38.94	38.73
	"2016"	"2016"	"Maryland"	"24"	73136	6016447	12.16	1193439	61.28	3260.33	29.70	38.62	38.47
	"2016"	"2016"	"Massachusetts"	"25"	71317	6811779	10.47	1373070	51.94	3308.69	30.64	38.88	38.71
	"2016"	"2016"	"Michigan"	"26"	113315	9928300	11.41	1873985	60.47	3279.12	28.35	38.69	38.52
	"2016"	"2016"	"Minnesota"	"27"	69749	5519952	12.64	1054708	66.13	3355.85	29.54	38.87	38.69
	"2016"	"2016"	"Mississippi"	"28"	37928	2988726	12.69	595586	63.68	3146.57	26.63	38.18	38.01
	"2016"	"2016"	"Missouri"	"29"	74705	6093000	12.26	1171335	63.78	3277.27	27.91	38.58	38.44
	"2016"	"2016"	"Montana"	"30"	12282	1042520	11.78	187978	65.34	3285.02	28.16	38.72	38.62
	"2016"	"2016"	"Nebraska"	"31"	26589	1907116	13.94	368163	72.22	3320.13	28.61	38.62	38.49
	"2016"	"2016"	"Nevada"	"32"	36260	2940058	12.33	579645	62.56	3223.69	28.41	38.62	38.41
	"2016"	"2016"	"New Hampshire"	"33"	12267	1334795	9.19	240876	50.93	3362.87	29.55	39.03	38.84
	"2016"	"2016"	"New Jersey"	"34"	102647	8944469	11.48	1707272	60.12	3259.64	30.33	38.67	38.51
	"2016"	"2016"	"New Mexico"	"35"	24692	2081015	11.87	394000	62.67	3188.94	27.37	38.58	38.44
	"2016"	"2016"	"New York"	"36"	234283	19745289	11.87	4001042	58.56	3265.99	29.93	38.79	38.64
	"2016"	"2016"	"North Carolina"	"37"	120779	10146788	11.90	2002564	60.31	3252.33	28.28	38.69	38.48
	"2016"	"2016"	"North Dakota"	"38"	11383	757952	15.02	147324	77.27	3352.92	28.30	38.74	38.56
	"2016"	"2016"	"Ohio"	"39"	138085	11614373	11.89	2197322	62.84	3261.20	28.07	38.60	38.41
	"2016"	"2016"	"Oklahoma"	"40"	52592	3923561	13.40	768431	68.44	3274.01	27.13	38.44	38.31
	"2016"	"2016"	"Oregon"	"41"	45535	4093465	11.12	798411	57.03	3350.66	29.13	38.93	38.77
	"2016"	"2016"	"Pennsylvania"	"42"	139409	12784227	10.90	2383505	58.49	3282.36	28.88	38.75	38.59
	"2016"	"2016"	"Rhode Island"	"44"	10798	1056426	10.22	208507	51.79	3281.68	29.33	38.77	38.58
	"2016"	"2016"	"South Carolina"	"45"	57342	4961119	11.56	957823	59.87	3229.64	27.92	38.48	38.33
	"2016"	"2016"	"South Dakota"	"46"	12275	865454	14.18	158076	77.65	3336.81	28.04	38.68	38.63
	"2016"	"2016"	"Tennessee"	"47"	80807	6651194	12.15	1302973	62.02	3236.32	27.58	38.40	38.31
	"2016"	"2016"	"Texas"	"48"	398047	27862596	14.29	5806466	68.55	3238.42	27.97	38.45	38.33
	"2016"	"2016"	"Utah"	"49"	50464	3051217	16.54	662673	76.15	3269.28	28.53	38.59	38.41
	"2016"	"2016"	"Vermont"	"50"	5756	624594	9.22	114390	50.32	3356.16	29.36	39.06	38.86
	"2016"	"2016"	"Virginia"	"51"	102460	8411808	12.18	1676203	61.13	3278.56	29.29	38.74	38.53
	"2016"	"2016"	"Washington"	"53"	90505	7288000	12.42	1437491	62.96	3351.29	29.31	38.93	38.75
	"2016"	"2016"	"West Virginia"	"54"	19079	1831102	10.42	327724	58.22	3239.09	26.90	38.49	38.25
	"2016"	"2016"	"Wisconsin"	"55"	66615	5778708	11.53	1081593	61.59	3324.92	28.86	38.74	38.53
	"2016"	"2016"	"Wyoming"	"56"	7386	585501	12.61	109988	67.15	3204.37	27.75	38.62	38.51
"Total"	"2016"	"2016"			3945875	323127513	12.21	63613014	62.03	3266.86	28.71	38.63	38.48
	"2017"	"2017"	"Alabama"	"01"	58941	4874747	12.09	949949	62.05	3189.11	27.29	38.30	38.20
	"2017"	"2017"	"Alaska"	"02"	10445	739795	14.12	146072	71.51	3394.32	28.42	38.79	38.64
	"2017"	"2017"	"Arizona"	"04"	81872	7016270	11.67	1345764	60.84	3280.37	28.21	38.56	38.50
	"2017"	"2017"	"Arkansas"	"05"	37520	3004279	12.49	577447	64.98	3228.37	26.87	38.56	38.28
	"2017"	"2017"	"California"	"06"	471658	39536653	11.93	8104632	58.20	3288.97	29.82	38.70	38.61
	"2017"	"2017"	"Colorado"	"08"	64382	5607154	11.48	1137745	56.59	3191.34	29.37	38.67	38.62
	"2017"	"2017"	"Connecticut"	"09"	35221	3588184	9.82	672949	52.34	3280.06	30.37	38.75	38.57
	"2017"	"2017"	"Delaware"	"10"	10855	961939	11.28	180343	60.19	3259.86	28.80	38.57	38.47
	"2017"	"2017"	"District of Columbia"	"11"	9560	693972	13.78	186464	51.27	3202.25	30.41	38.49	38.51
	"2017"	"2017"	"Florida"	"12"	223630	20984400	10.66	3828199	58.42	3233.04	28.91	38.52	38.39
	"2017"	"2017"	"Georgia"	"13"	129243	10429379	12.39	2147399	60.19	3202.11	28.30	38.46	38.28
	"2017"	"2017"	"Hawaii"	"15"	17517	1427538	12.27	265924	65.87	3228.80	29.35	38.68	38.43
	"2017"	"2017"	"Idaho"	"16"	22181	1716943	12.92	328941	67.43	3304.75	27.97	38.75	38.59
	"2017"	"2017"	"Illinois"	"17"	149390	12802023	11.67	2532027	59.00	3264.73	29.28	38.57	38.40
	"2017"	"2017"	"Indiana"	"18"	82170	6666818	12.33	1295622	63.42	3280.54	27.81	38.57	38.47
	"2017"	"2017"	"Iowa"	"19"	38430	3145711	12.22	592278	64.89	3352.08	28.47	38.73	38.54
	"2017"	"2017"	"Kansas"	"20"	36519	2913123	12.54	558606	65.38	3300.71	28.17	38.46	38.44
	"2017"	"2017"	"Kentucky"	"21"	54752	4454189	12.29	848472	64.53	3260.28	27.33	38.54	38.26
	"2017"	"2017"	"Louisiana"	"22"	61018	4684333	13.03	936106	65.18	3169.59	27.45	38.10	38.10
	"2017"	"2017"	"Maine"	"23"	12298	1335907	9.21	231535	53.12	3341.12	28.90	38.86	38.70
	"2017"	"2017"	"Maryland"	"24"	71641	6052177	11.84	1193286	60.04	3251.95	29.88	38.56	38.43
	"2017"	"2017"	"Massachusetts"	"25"	70702	6859819	10.31	1381812	51.17	3302.71	30.76	38.85	38.69
	"2017"	"2017"	"Michigan"	"26"	111426	9962311	11.18	1874298	59.45	3271.77	28.51	38.62	38.49
	"2017"	"2017"	"Minnesota"	"27"	68595	5576606	12.30	1066806	64.30	3351.27	29.68	38.81	38.67
	"2017"	"2017"	"Mississippi"	"28"	37357	2984100	12.52	591744	63.13	3145.07	26.76	38.17	38.01
	"2017"	"2017"	"Missouri"	"29"	73034	6113532	11.95	1171775	62.33	3269.75	28.03	38.53	38.40
	"2017"	"2017"	"Montana"	"30"	11799	1050493	11.23	190089	62.07	3276.10	28.36	38.68	38.60
	"2017"	"2017"	"Nebraska"	"31"	25821	1920076	13.45	370172	69.75	3312.49	28.62	38.62	38.47
	"2017"	"2017"	"Nevada"	"32"	35756	2998039	11.93	589149	60.69	3210.11	28.52	38.58	38.37
	"2017"	"2017"	"New Hampshire"	"33"	12116	1342795	9.02	241346	50.20	3341.60	29.62	38.98	38.80
	"2017"	"2017"	"New Jersey"	"34"	101250	9005644	11.24	1715123	59.03	3258.91	30.47	38.66	38.53
	"2017"	"2017"	"New Mexico"	"35"	23767	2088070	11.38	395286	60.13	3180.65	27.52	38.56	38.42
	"2017"	"2017"	"New York"	"36"	229737	19849399	11.57	4001053	57.42	3260.39	30.11	38.74	38.63
	"2017"	"2017"	"North Carolina"	"37"	120125	10273419	11.69	2016657	59.57	3244.45	28.36	38.68	38.44
	"2017"	"2017"	"North Dakota"	"38"	10737	755393	14.21	146282	73.40	3348.18	28.50	38.75	38.55
	"2017"	"2017"	"Ohio"	"39"	136832	11658609	11.74	2203285	62.10	3259.97	28.16	38.57	38.40
	"2017"	"2017"	"Oklahoma"	"40"	50214	3930864	12.77	768751	65.32	3266.56	27.27	38.42	38.25
	"2017"	"2017"	"Oregon"	"41"	43631	4142776	10.53	810399	53.84	3339.00	29.32	38.88	38.74
	"2017"	"2017"	"Pennsylvania"	"42"	137745	12805537	10.76	2383721	57.79	3277.31	29.03	38.72	38.57
	"2017"	"2017"	"Rhode Island"	"44"	10638	1059639	10.04	209072	50.88	3296.75	29.52	38.82	38.62
	"2017"	"2017"	"South Carolina"	"45"	57029	5024369	11.35	965704	59.05	3223.28	27.98	38.45	38.29
	"2017"	"2017"	"South Dakota"	"46"	12134	869666	13.95	158874	76.37	3335.01	28.26	38.63	38.57
	"2017"	"2017"	"Tennessee"	"47"	81016	6715984	12.06	1312517	61.73	3240.49	27.66	38.44	38.32
	"2017"	"2017"	"Texas"	"48"	382050	28304596	13.50	5885855	64.91	3236.64	28.11	38.43	38.29
	"2017"	"2017"	"Utah"	"49"	48585	3101833	15.66	675124	71.96	3265.94	28.53	38.60	38.42
	"2017"	"2017"	"Vermont"	"50"	5655	623657	9.07	113854	49.67	3353.44	29.52	39.07	38.84
	"2017"	"2017"	"Virginia"	"51"	100391	8470020	11.85	1681168	59.72	3271.20	29.36	38.70	38.50
	"2017"	"2017"	"Washington"	"53"	87562	7405743	11.82	1464754	59.78	3344.11	29.49	38.89	38.71
	"2017"	"2017"	"West Virginia"	"54"	18675	1815857	10.28	322254	57.95	3237.79	27.02	38.46	38.25
	"2017"	"2017"	"Wisconsin"	"55"	64975	5795483	11.21	1083819	59.95	3315.86	28.95	38.72	38.51
	"2017"	"2017"	"Wyoming"	"56"	6903	579315	11.92	107740	64.07	3193.68	27.87	38.60	38.54
"Total"	"2017"	"2017"			3855500	325719178	11.84	63958243	60.28	3262.13	28.84	38.60	38.46
	"2018"	"2018"	"Alabama"	"01"	57761	4887871	11.82	948768	60.88	3184.39	27.42	38.24	38.15
	"2018"	"2018"	"Alaska"	"02"	10086	737438	13.68	145589	69.28	3400.19	28.56	38.74	38.59
	"2018"	"2018"	"Arizona"	"04"	80723	7171646	11.26	1377098	58.62	3276.34	28.37	38.55	38.45
	"2018"	"2018"	"Arkansas"	"05"	37018	3013825	12.28	577998	64.05	3228.43	27.03	38.42	38.24
	"2018"	"2018"	"California"	"06"	454920	39557045	11.50	8089001	56.24	3288.10	30.04	38.68	38.59
	"2018"	"2018"	"Colorado"	"08"	62885	5695564	11.04	1161860	54.12	3185.43	29.51	38.63	38.56
	"2018"	"2018"	"Connecticut"	"09"	34725	3572665	9.72	669829	51.84	3293.07	30.49	38.74	38.56
	"2018"	"2018"	"Delaware"	"10"	10621	967171	10.98	179749	59.09	3250.47	28.99	38.62	38.44
	"2018"	"2018"	"District of Columbia"	"11"	9212	702455	13.11	188939	48.76	3205.47	30.85	38.52	38.51
	"2018"	"2018"	"Florida"	"12"	221542	21299325	10.40	3875027	57.17	3239.27	29.14	38.51	38.37
	"2018"	"2018"	"Georgia"	"13"	126172	10519475	11.99	2163399	58.32	3198.96	28.42	38.44	38.26
	"2018"	"2018"	"Hawaii"	"15"	16972	1420491	11.95	264561	64.15	3224.87	29.57	38.71	38.42
	"2018"	"2018"	"Idaho"	"16"	21403	1754208	12.20	337642	63.39	3288.50	28.12	38.68	38.53
	"2018"	"2018"	"Illinois"	"17"	144815	12741080	11.37	2516375	57.55	3260.21	29.46	38.52	38.35
	"2018"	"2018"	"Indiana"	"18"	81646	6691878	12.20	1299333	62.84	3282.81	27.89	38.54	38.43
	"2018"	"2018"	"Iowa"	"19"	37785	3156145	11.97	594866	63.52	3337.48	28.51	38.67	38.46
	"2018"	"2018"	"Kansas"	"20"	36261	2911505	12.45	560121	64.74	3300.24	28.27	38.48	38.42
	"2018"	"2018"	"Kentucky"	"21"	53922	4468402	12.07	849729	63.46	3260.28	27.45	38.51	38.24
	"2018"	"2018"	"Louisiana"	"22"	59615	4659978	12.79	926727	64.33	3166.77	27.61	38.02	38.06
	"2018"	"2018"	"Maine"	"23"	12311	1338404	9.20	231150	53.26	3338.46	29.11	38.82	38.66
	"2018"	"2018"	"Maryland"	"24"	71080	6042718	11.76	1187110	59.88	3257.22	30.02	38.59	38.44
	"2018"	"2018"	"Massachusetts"	"25"	69109	6902149	10.01	1396853	49.47	3297.60	30.95	38.82	38.65
	"2018"	"2018"	"Michigan"	"26"	110032	9995915	11.01	1881645	58.48	3276.48	28.64	38.64	38.50
	"2018"	"2018"	"Minnesota"	"27"	67344	5611179	12.00	1074005	62.70	3346.88	29.85	38.79	38.64
	"2018"	"2018"	"Mississippi"	"28"	37000	2986530	12.39	589546	62.76	3138.51	26.91	38.09	37.95
	"2018"	"2018"	"Missouri"	"29"	73269	6126452	11.96	1174176	62.40	3265.99	28.13	38.49	38.36
	"2018"	"2018"	"Montana"	"30"	11513	1062305	10.84	193329	59.55	3287.38	28.51	38.64	38.56
	"2018"	"2018"	"Nebraska"	"31"	25488	1929268	13.21	372530	68.42	3310.71	28.82	38.54	38.41
	"2018"	"2018"	"Nevada"	"32"	35682	3034392	11.76	594292	60.04	3221.70	28.72	38.60	38.41
	"2018"	"2018"	"New Hampshire"	"33"	11995	1356458	8.84	244498	49.06	3350.39	29.87	38.92	38.76
	"2018"	"2018"	"New Jersey"	"34"	101223	8908520	11.36	1684843	60.08	3259.03	30.62	38.65	38.53
	"2018"	"2018"	"New Mexico"	"35"	23039	2095428	10.99	397479	57.96	3183.01	27.71	38.53	38.41
	"2018"	"2018"	"New York"	"36"	226238	19542209	11.58	3906117	57.92	3261.10	30.26	38.74	38.62
	"2018"	"2018"	"North Carolina"	"37"	118954	10383620	11.46	2037325	58.39	3248.04	28.54	38.69	38.43
	"2018"	"2018"	"North Dakota"	"38"	10636	760077	13.99	147391	72.16	3347.09	28.55	38.68	38.47
	"2018"	"2018"	"Ohio"	"39"	135134	11689442	11.56	2211261	61.11	3263.29	28.34	38.56	38.39
	"2018"	"2018"	"Oklahoma"	"40"	49800	3943079	12.63	770736	64.61	3258.16	27.41	38.38	38.22
	"2018"	"2018"	"Oregon"	"41"	42188	4190713	10.07	820796	51.40	3341.05	29.45	38.89	38.75
	"2018"	"2018"	"Pennsylvania"	"42"	135673	12807060	10.59	2383378	56.92	3280.38	29.18	38.71	38.55
	"2018"	"2018"	"Rhode Island"	"44"	10506	1057315	9.94	207911	50.53	3296.90	29.72	38.82	38.58
	"2018"	"2018"	"South Carolina"	"45"	56669	5084127	11.15	974611	58.15	3221.99	28.12	38.42	38.25
	"2018"	"2018"	"South Dakota"	"46"	11893	882235	13.48	161576	73.61	3332.82	28.38	38.60	38.55
	"2018"	"2018"	"Tennessee"	"47"	80751	6770010	11.93	1322103	61.08	3239.03	27.83	38.38	38.29
	"2018"	"2018"	"Texas"	"48"	378624	28701845	13.19	5975183	63.37	3233.89	28.28	38.40	38.26
	"2018"	"2018"	"Utah"	"49"	47209	3161105	14.93	690263	68.39	3266.45	28.59	38.58	38.40
	"2018"	"2018"	"Vermont"	"50"	5432	626299	8.67	115068	47.21	3343.94	29.69	38.99	38.77
	"2018"	"2018"	"Virginia"	"51"	99843	8517685	11.72	1688184	59.14	3275.53	29.54	38.72	38.49
	"2018"	"2018"	"Washington"	"53"	86085	7535591	11.42	1497718	57.48	3339.85	29.68	38.89	38.68
	"2018"	"2018"	"West Virginia"	"54"	18248	1805832	10.11	319036	57.20	3241.00	27.13	38.42	38.21
	"2018"	"2018"	"Wisconsin"	"55"	64098	5813568	11.03	1087469	58.94	3313.65	29.14	38.68	38.48
	"2018"	"2018"	"Wyoming"	"56"	6562	577737	11.36	107505	61.04	3173.17	28.06	38.54	38.46
"Total"	"2018"	"2018"			3791712	327167434	11.59	64171698	59.09	3261.64	29.01	38.58	38.44
	"2019"	"2019"	"Alabama"	"01"	58615	4903185	11.95	949318	61.74	3181.87	27.46	38.20	38.11
	"2019"	"2019"	"Alaska"	"02"	9822	731545	13.43	144302	68.07	3384.06	28.73	38.70	38.55
	"2019"	"2019"	"Arizona"	"04"	79375	7278717	10.91	1398758	56.75	3279.08	28.48	38.57	38.44
	"2019"	"2019"	"Arkansas"	"05"	36564	3017804	12.12	578319	63.22	3221.91	27.08	38.39	38.18
	"2019"	"2019"	"California"	"06"	446479	39512223	11.30	8065265	55.36	3281.53	30.19	38.61	38.56
	"2019"	"2019"	"Colorado"	"08"	62869	5758736	10.92	1179141	53.32	3180.53	29.64	38.61	38.51
	"2019"	"2019"	"Connecticut"	"09"	34258	3565287	9.61	670572	51.09	3281.95	30.62	38.72	38.51
	"2019"	"2019"	"Delaware"	"10"	10562	973764	10.85	180047	58.66	3233.63	29.17	38.49	38.33
	"2019"	"2019"	"District of Columbia"	"11"	9079	705749	12.86	190372	47.69	3201.45	31.06	38.55	38.49
	"2019"	"2019"	"Florida"	"12"	220002	21477737	10.24	3889274	56.57	3233.46	29.27	38.48	38.32
	"2019"	"2019"	"Georgia"	"13"	126371	10617423	11.90	2180019	57.97	3192.61	28.51	38.36	38.23
	"2019"	"2019"	"Hawaii"	"15"	16797	1415872	11.86	262868	63.90	3219.85	29.68	38.69	38.37
	"2019"	"2019"	"Idaho"	"16"	22063	1787065	12.35	344821	63.98	3293.29	28.28	38.69	38.53
	"2019"	"2019"	"Illinois"	"17"	140128	12671821	11.06	2497251	56.11	3256.02	29.59	38.50	38.32
	"2019"	"2019"	"Indiana"	"18"	80859	6732219	12.01	1310454	61.70	3270.23	27.96	38.50	38.38
	"2019"	"2019"	"Iowa"	"19"	37649	3155070	11.93	594283	63.35	3337.68	28.68	38.65	38.44
	"2019"	"2019"	"Kansas"	"20"	35395	2913314	12.15	561891	62.99	3288.29	28.36	38.38	38.35
	"2019"	"2019"	"Kentucky"	"21"	53069	4467673	11.88	848023	62.58	3252.71	27.56	38.46	38.19
	"2019"	"2019"	"Louisiana"	"22"	58941	4648794	12.68	922449	63.90	3161.07	27.71	38.01	38.03
	"2019"	"2019"	"Maine"	"23"	11779	1344212	8.76	232728	50.61	3334.11	29.40	38.75	38.58
	"2019"	"2019"	"Maryland"	"24"	70178	6045680	11.61	1185432	59.20	3252.80	30.09	38.56	38.40
	"2019"	"2019"	"Massachusetts"	"25"	69117	6892503	10.03	1393607	49.60	3288.25	31.10	38.80	38.60
	"2019"	"2019"	"Michigan"	"26"	107886	9986857	10.80	1878472	57.43	3262.46	28.79	38.57	38.43
	"2019"	"2019"	"Minnesota"	"27"	66027	5639632	11.71	1081656	61.04	3341.00	29.98	38.76	38.59
	"2019"	"2019"	"Mississippi"	"28"	36636	2976149	12.31	584299	62.70	3129.17	26.99	38.05	37.90
	"2019"	"2019"	"Missouri"	"29"	72127	6137428	11.75	1177035	61.28	3257.79	28.24	38.44	38.31
	"2019"	"2019"	"Montana"	"30"	11079	1068778	10.37	195191	56.76	3279.77	28.67	38.60	38.48
	"2019"	"2019"	"Nebraska"	"31"	24755	1934408	12.80	373791	66.23	3297.93	28.89	38.49	38.36
	"2019"	"2019"	"Nevada"	"32"	35072	3080156	11.39	601516	58.31	3208.97	28.85	38.60	38.35
	"2019"	"2019"	"New Hampshire"	"33"	11839	1359711	8.71	245728	48.18	3353.13	30.02	38.94	38.76
	"2019"	"2019"	"New Jersey"	"34"	99585	8882190	11.21	1674091	59.49	3257.34	30.70	38.63	38.50
	"2019"	"2019"	"New Mexico"	"35"	22960	2096829	10.95	398472	57.62	3170.65	27.82	38.48	38.34
	"2019"	"2019"	"New York"	"36"	221539	19453561	11.39	3874787	57.17	3254.71	30.36	38.68	38.57
	"2019"	"2019"	"North Carolina"	"37"	118725	10488084	11.32	2055756	57.75	3236.30	28.59	38.60	38.36
	"2019"	"2019"	"North Dakota"	"38"	10454	762062	13.72	148153	70.56	3328.08	28.75	38.60	38.42
	"2019"	"2019"	"Ohio"	"39"	134461	11689100	11.50	2212147	60.78	3253.33	28.42	38.49	38.33
	"2019"	"2019"	"Oklahoma"	"40"	49143	3956971	12.42	774815	63.43	3252.45	27.44	38.36	38.19
	"2019"	"2019"	"Oregon"	"41"	41858	4217737	9.92	827845	50.56	3331.58	29.57	38.86	38.68
	"2019"	"2019"	"Pennsylvania"	"42"	134230	12801989	10.49	2382893	56.33	3267.53	29.31	38.65	38.49
	"2019"	"2019"	"Rhode Island"	"44"	10175	1059361	9.60	208546	48.79	3276.48	29.82	38.73	38.51
	"2019"	"2019"	"South Carolina"	"45"	57038	5148714	11.08	984181	57.95	3210.60	28.24	38.37	38.20
	"2019"	"2019"	"South Dakota"	"46"	11449	884659	12.94	162089	70.63	3321.03	28.49	38.50	38.46
	"2019"	"2019"	"Tennessee"	"47"	80450	6829174	11.78	1333861	60.31	3234.55	27.93	38.33	38.27
	"2019"	"2019"	"Texas"	"48"	377599	28995881	13.02	6037295	62.54	3229.61	28.37	38.42	38.22
	"2019"	"2019"	"Utah"	"49"	46826	3205958	14.61	702260	66.68	3250.96	28.68	38.53	38.33
	"2019"	"2019"	"Vermont"	"50"	5361	623989	8.59	114532	46.81	3341.63	29.91	38.94	38.75
	"2019"	"2019"	"Virginia"	"51"	97429	8535519	11.41	1686773	57.76	3264.85	29.59	38.61	38.43
	"2019"	"2019"	"Washington"	"53"	84895	7614893	11.15	1517257	55.95	3335.96	29.76	38.82	38.64
	"2019"	"2019"	"West Virginia"	"54"	18136	1792147	10.12	315074	57.56	3218.92	27.21	38.37	38.14
	"2019"	"2019"	"Wisconsin"	"55"	63270	5822434	10.87	1089703	58.06	3308.36	29.22	38.63	38.43
	"2019"	"2019"	"Wyoming"	"56"	6565	578759	11.34	107944	60.82	3160.35	28.11	38.49	38.40
"Total"	"2019"	"2019"			3747540	328239523	11.42	64325356	58.26	3254.32	29.11	38.54	38.39
	"2020"	"2020"	"Alabama"	"01"	57647	4921532	11.71	951615	60.58	3179.09	27.61	38.23	38.08
	"2020"	"2020"	"Alaska"	"02"	9469	731158	12.95	144062	65.73	3378.93	28.80	38.69	38.51
	"2020"	"2020"	"Arizona"	"04"	76947	7421401	10.37	1425903	53.96	3278.34	28.61	38.57	38.44
	"2020"	"2020"	"Arkansas"	"05"	35251	3030522	11.63	581184	60.65	3219.05	27.19	38.37	38.17
	"2020"	"2020"	"California"	"06"	420259	39368078	10.68	8018571	52.41	3284.82	30.31	38.64	38.55
	"2020"	"2020"	"Colorado"	"08"	61494	5807719	10.59	1194728	51.47	3180.08	29.76	38.61	38.49
	"2020"	"2020"	"Connecticut"	"09"	33460	3557006	9.41	669984	49.94	3285.57	30.70	38.73	38.51
	"2020"	"2020"	"Delaware"	"10"	10392	986809	10.53	182388	56.98	3233.66	29.30	38.48	38.27
	"2020"	"2020"	"District of Columbia"	"11"	8874	712816	12.45	192313	46.14	3205.00	31.27	38.57	38.51
	"2020"	"2020"	"Florida"	"12"	209671	21733312	9.65	3923505	53.44	3234.44	29.38	38.48	38.32
	"2020"	"2020"	"Georgia"	"13"	122473	10710017	11.44	2197385	55.74	3196.29	28.61	38.37	38.23
	"2020"	"2020"	"Hawaii"	"15"	15785	1407006	11.22	258328	61.10	3230.17	29.76	38.74	38.44
	"2020"	"2020"	"Idaho"	"16"	21533	1826913	11.79	353367	60.94	3294.11	28.34	38.72	38.53
	"2020"	"2020"	"Illinois"	"17"	133298	12587530	10.59	2476673	53.82	3253.51	29.69	38.52	38.31
	"2020"	"2020"	"Indiana"	"18"	78616	6754953	11.64	1314073	59.83	3272.74	28.13	38.48	38.34
	"2020"	"2020"	"Iowa"	"19"	36114	3163561	11.42	597922	60.40	3331.25	28.70	38.61	38.40
	"2020"	"2020"	"Kansas"	"20"	34376	2913805	11.80	562644	61.10	3292.17	28.40	38.38	38.35
	"2020"	"2020"	"Kentucky"	"21"	51668	4477251	11.54	849611	60.81	3259.70	27.66	38.50	38.20
	"2020"	"2020"	"Louisiana"	"22"	57328	4645318	12.34	920988	62.25	3160.31	27.83	38.01	38.02
	"2020"	"2020"	"Maine"	"23"	11539	1350141	8.55	234488	49.21	3332.14	29.51	38.71	38.55
	"2020"	"2020"	"Maryland"	"24"	68554	6055802	11.32	1187515	57.73	3255.19	30.25	38.57	38.41
	"2020"	"2020"	"Massachusetts"	"25"	66428	6893574	9.64	1395327	47.61	3293.89	31.25	38.78	38.61
	"2020"	"2020"	"Michigan"	"26"	104074	9966555	10.44	1873347	55.56	3261.36	28.95	38.54	38.41
	"2020"	"2020"	"Minnesota"	"27"	63443	5657342	11.21	1087455	58.34	3339.93	30.08	38.74	38.57
	"2020"	"2020"	"Mississippi"	"28"	35473	2966786	11.96	581196	61.03	3139.36	27.04	38.10	37.93
	"2020"	"2020"	"Missouri"	"29"	69285	6151548	11.26	1181046	58.66	3253.57	28.34	38.44	38.27
	"2020"	"2020"	"Montana"	"30"	10791	1080577	9.99	198732	54.30	3265.62	28.94	38.56	38.41
	"2020"	"2020"	"Nebraska"	"31"	24291	1937552	12.54	375516	64.69	3301.30	29.00	38.46	38.33
	"2020"	"2020"	"Nevada"	"32"	33653	3138259	10.72	613820	54.83	3206.87	28.96	38.56	38.28
	"2020"	"2020"	"New Hampshire"	"33"	11791	1366275	8.63	247298	47.68	3343.52	30.16	38.91	38.72
	"2020"	"2020"	"New Jersey"	"34"	97954	8882371	11.03	1671565	58.60	3261.09	30.86	38.67	38.51
	"2020"	"2020"	"New Mexico"	"35"	21903	2106319	10.40	401055	54.61	3179.51	27.88	38.53	38.35
	"2020"	"2020"	"New York"	"36"	209338	19336776	10.83	3835773	54.58	3252.99	30.45	38.66	38.54
	"2020"	"2020"	"North Carolina"	"37"	116730	10600823	11.01	2076798	56.21	3234.85	28.74	38.57	38.33
	"2020"	"2020"	"North Dakota"	"38"	10059	765309	13.14	149222	67.41	3321.84	28.87	38.57	38.40
	"2020"	"2020"	"Ohio"	"39"	129191	11693217	11.05	2214325	58.34	3258.42	28.56	38.50	38.33
	"2020"	"2020"	"Oklahoma"	"40"	47623	3980783	11.96	781040	60.97	3249.76	27.56	38.38	38.20
	"2020"	"2020"	"Oregon"	"41"	39820	4241507	9.39	833677	47.76	3334.38	29.73	38.86	38.66
	"2020"	"2020"	"Pennsylvania"	"42"	130693	12783254	10.22	2380781	54.90	3269.10	29.49	38.65	38.48
	"2020"	"2020"	"Rhode Island"	"44"	10101	1057125	9.56	207548	48.67	3289.52	29.98	38.76	38.55
	"2020"	"2020"	"South Carolina"	"45"	55704	5218040	10.68	996290	55.91	3214.16	28.41	38.37	38.17
	"2020"	"2020"	"South Dakota"	"46"	10960	892717	12.28	164258	66.72	3317.02	28.49	38.51	38.44
	"2020"	"2020"	"Tennessee"	"47"	78689	6886834	11.43	1345434	58.49	3239.45	28.04	38.35	38.28
	"2020"	"2020"	"Texas"	"48"	368190	29360759	12.54	6115424	60.21	3233.18	28.45	38.47	38.22
	"2020"	"2020"	"Utah"	"49"	45702	3249879	14.06	713339	64.07	3260.55	28.75	38.54	38.33
