"Notes"	"Year"	"Year Code"	"State"	"State Code"	Deaths	Population	Crude Rate
	"2015"	"2015"	"Connecticut"	"09"	30535	3590886	850.3
	"2015"	"2015"	"Delaware"	"10"	8582	945934	907.3
	"2015"	"2015"	"District of Columbia"	"11"	4871	672228	724.6
	"2015"	"2015"	"Florida"	"12"	191737	20271272	945.9
	"2015"	"2015"	"Georgia"	"13"	79942	10214860	782.6
	"2015"	"2015"	"Hawaii"	"15"	11053	1431603	772.1
	"2015"	"2015"	"Idaho"	"16"	13026	1654930	787.1
	"2015"	"2015"	"Illinois"	"17"	106872	12859995	831.0
	"2015"	"2015"	"Indiana"	"18"	62713	6619680	947.4
	"2015"	"2015"	"Iowa"	"19"	29600	3123899	947.5
	"2015"	"2015"	"Kansas"	"20"	26664	2911641	915.8
	"2015"	"2015"	"Kentucky"	"21"	46564	4425092	1052.3
	"2015"	"2015"	"Louisiana"	"22"	43716	4670724	936.0
	"2015"	"2015"	"Maine"	"23"	14479	1329328	1089.2
	"2015"	"2015"	"Maryland"	"24"	47247	6006401	786.6
	"2015"	"2015"	"Massachusetts"	"25"	57806	6794422	850.8
	"2015"	"2015"	"Michigan"	"26"	95140	9922576	958.8
	"2015"	"2015"	"Minnesota"	"27"	42800	5489594	779.7
	"2015"	"2015"	"Mississippi"	"28"	31783	2992333	1062.1
	"2015"	"2015"	"Missouri"	"29"	59871	6083672	984.1
	"2015"	"2015"	"Montana"	"30"	9942	1032949	962.5
	"2015"	"2015"	"Nebraska"	"31"	16740	1896190	882.8
	"2015"	"2015"	"Nevada"	"32"	22879	2890845	791.4
	"2015"	"2015"	"New Hampshire"	"33"	11984	1330608	900.6
	"2015"	"2015"	"New Jersey"	"34"	72271	8958013	806.8
	"2015"	"2015"	"New Mexico"	"35"	17685	2085109	848.2
	"2015"	"2015"	"New York"	"36"	153628	19795791	776.1
	"2015"	"2015"	"North Carolina"	"37"	89133	10042802	887.5
	"2015"	"2015"	"North Dakota"	"38"	6223	756927	822.1
	"2015"	"2015"	"Ohio"	"39"	118188	11613423	1017.7
	"2015"	"2015"	"Oklahoma"	"40"	39422	3911338	1007.9
	"2015"	"2015"	"Oregon"	"41"	35705	4028977	886.2
	"2015"	"2015"	"Pennsylvania"	"42"	132598	12802503	1035.7
	"2015"	"2015"	"Rhode Island"	"44"	10163	1056298	962.1
	"2015"	"2015"	"South Carolina"	"45"	47198	4896146	964.0
	"2015"	"2015"	"South Dakota"	"46"	7731	858469	900.6
	"2015"	"2015"	"Tennessee"	"47"	66570	6600299	1008.6
	"2015"	"2015"	"Texas"	"48"	189654	27469114	690.4
	"2015"	"2015"	"Utah"	"49"	17334	2995919	578.6
	"2015"	"2015"	"Vermont"	"50"	5919	626042	945.5
	"2015"	"2015"	"Virginia"	"51"	65577	8382993	782.3
	"2015"	"2015"	"Washington"	"53"	54595	7170351	761.4
	"2015"	"2015"	"West Virginia"	"54"	22752	1844128	1233.8
	"2015"	"2015"	"Wisconsin"	"55"	51264	5771337	888.3
	"2015"	"2015"	"Wyoming"	"56"	4778	586107	815.2
"Total"	"2015"	"2015"			2712630	321418820	844.0
	"2016"	"2016"	"Alabama"	"01"	52466	4863300	1078.8
	"2016"	"2016"	"Alaska"	"02"	4494	741894	605.7
	"2016"	"2016"	"Arizona"	"04"	56645	6931071	817.3
	"2016"	"2016"	"Arkansas"	"05"	31756	2988248	1062.7
	"2016"	"2016"	"California"	"06"	262240	39250017	668.1
	"2016"	"2016"	"Colorado"	"08"	37530	5540545	677.4
	"2016"	"2016"	"Connecticut"	"09"	30543	3576452	854.0
	"2016"	"2016"	"Delaware"	"10"	8874	952065	932.1
	"2016"	"2016"	"District of Columbia"	"11"	5037	681170	739.5
	"2016"	"2016"	"Florida"	"12"	197313	20612439	957.3
	"2016"	"2016"	"Georgia"	"13"	81428	10310371	789.8
	"2016"	"2016"	"Hawaii"	"15"	10913	1428557	763.9
	"2016"	"2016"	"Idaho"	"16"	13366	1683140	794.1
	"2016"	"2016"	"Illinois"	"17"	107020	12801539	836.0
	"2016"	"2016"	"Indiana"	"18"	63473	6633053	956.9
	"2016"	"2016"	"Iowa"	"19"	29538	3134693	942.3
	"2016"	"2016"	"Kansas"	"20"	26245	2907289	902.7
	"2016"	"2016"	"Kentucky"	"21"	47827	4436974	1077.9
	"2016"	"2016"	"Louisiana"	"22"	44306	4681666	946.4
	"2016"	"2016"	"Maine"	"23"	14182	1331479	1065.1
	"2016"	"2016"	"Maryland"	"24"	48824	6016447	811.5
	"2016"	"2016"	"Massachusetts"	"25"	56961	6811779	836.2
	"2016"	"2016"	"Michigan"	"26"	96231	9928300	969.3
	"2016"	"2016"	"Minnesota"	"27"	43078	5519952	780.4
	"2016"	"2016"	"Mississippi"	"28"	31741	2988726	1062.0
	"2016"	"2016"	"Missouri"	"29"	59873	6093000	982.7
	"2016"	"2016"	"Montana"	"30"	9905	1042520	950.1
	"2016"	"2016"	"Nebraska"	"31"	16217	1907116	850.3
	"2016"	"2016"	"Nevada"	"32"	23902	2940058	813.0
	"2016"	"2016"	"New Hampshire"	"33"	12203	1334795	914.2
	"2016"	"2016"	"New Jersey"	"34"	73155	8944469	817.9
	"2016"	"2016"	"New Mexico"	"35"	18365	2081015	882.5
	"2016"	"2016"	"New York"	"36"	154358	19745289	781.7
	"2016"	"2016"	"North Carolina"	"37"	90465	10146788	891.6
	"2016"	"2016"	"North Dakota"	"38"	6242	757952	823.5
	"2016"	"2016"	"Ohio"	"39"	119572	11614373	1029.5
	"2016"	"2016"	"Oklahoma"	"40"	39276	3923561	1001.0
	"2016"	"2016"	"Oregon"	"41"	35778	4093465	874.0
	"2016"	"2016"	"Pennsylvania"	"42"	133040	12784227	1040.7
	"2016"	"2016"	"Rhode Island"	"44"	9735	1056426	921.5
	"2016"	"2016"	"South Carolina"	"45"	48130	4961119	970.1
	"2016"	"2016"	"South Dakota"	"46"	7845	865454	906.5
	"2016"	"2016"	"Tennessee"	"47"	67857	6651194	1020.2
	"2016"	"2016"	"Texas"	"48"	191966	27862596	689.0
	"2016"	"2016"	"Utah"	"49"	17913	3051217	587.1
	"2016"	"2016"	"Vermont"	"50"	5909	624594	946.1
	"2016"	"2016"	"Virginia"	"51"	66473	8411808	790.2
	"2016"	"2016"	"Washington"	"53"	54769	7288000	751.5
	"2016"	"2016"	"West Virginia"	"54"	22732	1831102	1241.4
	"2016"	"2016"	"Wisconsin"	"55"	51815	5778708	896.7
	"2016"	"2016"	"Wyoming"	"56"	4722	585501	806.5
"Total"	"2016"	"2016"			2744248	323127513	849.3
	"2017"	"2017"	"Alabama"	"01"	53238	4874747	1092.1
	"2017"	"2017"	"Alaska"	"02"	4411	739795	596.2
	"2017"	"2017"	"Arizona"	"04"	57758	7016270	823.2
	"2017"	"2017"	"Arkansas"	"05"	32588	3004279	1084.7
	"2017"	"2017"	"California"	"06"	268189	39536653	678.3
	"2017"	"2017"	"Colorado"	"08"	38063	5607154	678.8
	"2017"	"2017"	"Connecticut"	"09"	31312	3588184	872.6
	"2017"	"2017"	"Delaware"	"10"	9178	961939	954.1
	"2017"	"2017"	"District of Columbia"	"11"	4965	693972	715.4
	"2017"	"2017"	"Florida"	"12"	203636	20984400	970.4
	"2017"	"2017"	"Georgia"	"13"	83098	10429379	796.8
	"2017"	"2017"	"Hawaii"	"15"	11390	1427538	797.9
	"2017"	"2017"	"Idaho"	"16"	14011	1716943	816.0
	"2017"	"2017"	"Illinois"	"17"	109721	12802023	857.1
	"2017"	"2017"	"Indiana"	"18"	65597	6666818	983.9
	"2017"	"2017"	"Iowa"	"19"	30530	3145711	970.5
	"2017"	"2017"	"Kansas"	"20"	27063	2913123	929.0
	"2017"	"2017"	"Kentucky"	"21"	48212	4454189	1082.4
	"2017"	"2017"	"Louisiana"	"22"	45804	4684333	977.8
	"2017"	"2017"	"Maine"	"23"	14676	1335907	1098.6
	"2017"	"2017"	"Maryland"	"24"	49926	6052177	824.9
	"2017"	"2017"	"Massachusetts"	"25"	58803	6859819	857.2
	"2017"	"2017"	"Michigan"	"26"	97602	9962311	979.7
	"2017"	"2017"	"Minnesota"	"27"	44371	5576606	795.7
	"2017"	"2017"	"Mississippi"	"28"	32280	2984100	1081.7
	"2017"	"2017"	"Missouri"	"29"	61876	6113532	1012.1
	"2017"	"2017"	"Montana"	"30"	10200	1050493	971.0
	"2017"	"2017"	"Nebraska"	"31"	16878	1920076	879.0
	"2017"	"2017"	"Nevada"	"32"	24657	2998039	822.4
	"2017"	"2017"	"New Hampshire"	"33"	12504	1342795	931.2
	"2017"	"2017"	"New Jersey"	"34"	74846	9005644	831.1
	"2017"	"2017"	"New Mexico"	"35"	18673	2088070	894.3
	"2017"	"2017"	"New York"	"36"	155358	19849399	782.7
	"2017"	"2017"	"North Carolina"	"37"	93157	10273419	906.8
	"2017"	"2017"	"North Dakota"	"38"	6415	755393	849.2
	"2017"	"2017"	"Ohio"	"39"	123648	11658609	1060.6
	"2017"	"2017"	"Oklahoma"	"40"	40452	3930864	1029.1
	"2017"	"2017"	"Oregon"	"41"	36624	4142776	884.0
	"2017"	"2017"	"Pennsylvania"	"42"	135656	12805537	1059.4
	"2017"	"2017"	"Rhode Island"	"44"	10157	1059639	958.5
	"2017"	"2017"	"South Carolina"	"45"	49441	5024369	984.0
	"2017"	"2017"	"South Dakota"	"46"	7996	869666	919.4
	"2017"	"2017"	"Tennessee"	"47"	70096	6715984	1043.7
	"2017"	"2017"	"Texas"	"48"	198106	28304596	699.9
	"2017"	"2017"	"Utah"	"49"	18035	3101833	581.4
	"2017"	"2017"	"Vermont"	"50"	6007	623657	963.2
	"2017"	"2017"	"Virginia"	"51"	68579	8470020	809.7
	"2017"	"2017"	"Washington"	"53"	56995	7405743	769.6
	"2017"	"2017"	"West Virginia"	"54"	23276	1815857	1281.8
	"2017"	"2017"	"Wisconsin"	"55"	52681	5795483	909.0
	"2017"	"2017"	"Wyoming"	"56"	4768	579315	823.0
"Total"	"2017"	"2017"			2813503	325719178	863.8
	"2018"	"2018"	"Alabama"	"01"	54352	4887871	1112.0
	"2018"	"2018"	"Alaska"	"02"	4453	737438	603.8
	"2018"	"2018"	"Arizona"	"04"	59282	7171646	826.6
	"2018"	"2018"	"Arkansas"	"05"	32336	3013825	1072.9
	"2018"	"2018"	"California"	"06"	268818	39557045	679.6
	"2018"	"2018"	"Colorado"	"08"	38526	5695564	676.4
	"2018"	"2018"	"Connecticut"	"09"	31230	3572665	874.1
	"2018"	"2018"	"Delaware"	"10"	9433	967171	975.3
	"2018"	"2018"	"District of Columbia"	"11"	5008	702455	712.9
	"2018"	"2018"	"Florida"	"12"	205426	21299325	964.5
	"2018"	"2018"	"Georgia"	"13"	85202	10519475	809.9
	"2018"	"2018"	"Hawaii"	"15"	11415	1420491	803.6
	"2018"	"2018"	"Idaho"	"16"	14261	1754208	813.0
	"2018"	"2018"	"Illinois"	"17"	110022	12741080	863.5
	"2018"	"2018"	"Indiana"	"18"	65693	6691878	981.7
	"2018"	"2018"	"Iowa"	"19"	30367	3156145	962.2
	"2018"	"2018"	"Kansas"	"20"	27537	2911505	945.8
	"2018"	"2018"	"Kentucky"	"21"	48707	4468402	1090.0
	"2018"	"2018"	"Louisiana"	"22"	46048	4659978	988.2
	"2018"	"2018"	"Maine"	"23"	14715	1338404	1099.4
	"2018"	"2018"	"Maryland"	"24"	50568	6042718	836.8
	"2018"	"2018"	"Massachusetts"	"25"	59152	6902149	857.0
	"2018"	"2018"	"Michigan"	"26"	98903	9995915	989.4
	"2018"	"2018"	"Minnesota"	"27"	44745	5611179	797.4
	"2018"	"2018"	"Mississippi"	"28"	32301	2986530	1081.6
	"2018"	"2018"	"Missouri"	"29"	63117	6126452	1030.2
	"2018"	"2018"	"Montana"	"30"	9992	1062305	940.6
	"2018"	"2018"	"Nebraska"	"31"	16904	1929268	876.2
	"2018"	"2018"	"Nevada"	"32"	24715	3034392	814.5
	"2018"	"2018"	"New Hampshire"	"33"	12774	1356458	941.7
	"2018"	"2018"	"New Jersey"	"34"	75765	8908520	850.5
	"2018"	"2018"	"New Mexico"	"35"	19007	2095428	907.1
	"2018"	"2018"	"New York"	"36"	157183	19542209	804.3
	"2018"	"2018"	"North Carolina"	"37"	93885	10383620	904.2
	"2018"	"2018"	"North Dakota"	"38"	6445	760077	847.9
	"2018"	"2018"	"Ohio"	"39"	124264	11689442	1063.0
	"2018"	"2018"	"Oklahoma"	"40"	40933	3943079	1038.1
	"2018"	"2018"	"Oregon"	"41"	36187	4190713	863.5
	"2018"	"2018"	"Pennsylvania"	"42"	134702	12807060	1051.8
	"2018"	"2018"	"Rhode Island"	"44"	10083	1057315	953.6
	"2018"	"2018"	"South Carolina"	"45"	50640	5084127	996.0
	"2018"	"2018"	"South Dakota"	"46"	7971	882235	903.5
	"2018"	"2018"	"Tennessee"	"47"	71078	6770010	1049.9
	"2018"	"2018"	"Texas"	"48"	202211	28701845	704.5
	"2018"	"2018"	"Utah"	"49"	18354	3161105	580.6
	"2018"	"2018"	"Vermont"	"50"	6027	626299	962.3
	"2018"	"2018"	"Virginia"	"51"	69359	8517685	814.3
	"2018"	"2018"	"Washington"	"53"	56877	7535591	754.8
	"2018"	"2018"	"West Virginia"	"54"	23478	1805832	1300.1
	"2018"	"2018"	"Wisconsin"	"55"	53684	5813568	923.4
	"2018"	"2018"	"Wyoming"	"56"	5070	577737	877.6
"Total"	"2018"	"2018"			2839205	327167434	867.8
	"2019"	"2019"	"Alabama"	"01"	54108	4903185	1103.5
	"2019"	"2019"	"Alaska"	"02"	4613	731545	630.6
	"2019"	"2019"	"Arizona"	"04"	60236	7278717	827.6
	"2019"	"2019"	"Arkansas"	"05"	32888	3017804	1089.8
	"2019"	"2019"	"California"	"06"	269831	39512223	682.9
	"2019"	"2019"	"Colorado"	"08"	39390	5758736	684.0
	"2019"	"2019"	"Connecticut"	"09"	31745	3565287	890.4
	"2019"	"2019"	"Delaware"	"10"	9302	973764	955.3
	"2019"	"2019"	"District of Columbia"	"11"	4927	705749	698.1
	"2019"	"2019"	"Florida"	"12"	207002	21477737	963.8
	"2019"	"2019"	"Georgia"	"13"	85814	10617423	808.2
	"2019"	"2019"	"Hawaii"	"15"	11559	1415872	816.4
	"2019"	"2019"	"Idaho"	"16"	14430	1787065	807.5
	"2019"	"2019"	"Illinois"	"17"	109096	12671821	860.9
	"2019"	"2019"	"Indiana"	"18"	66001	6732219	980.4
	"2019"	"2019"	"Iowa"	"19"	30867	3155070	978.3
	"2019"	"2019"	"Kansas"	"20"	27682	2913314	950.2
	"2019"	"2019"	"Kentucky"	"21"	48990	4467673	1096.5
	"2019"	"2019"	"Louisiana"	"22"	45938	4648794	988.2
	"2019"	"2019"	"Maine"	"23"	15065	1344212	1120.7
	"2019"	"2019"	"Maryland"	"24"	50800	6045680	840.3
	"2019"	"2019"	"Massachusetts"	"25"	58630	6892503	850.6
	"2019"	"2019"	"Michigan"	"26"	99084	9986857	992.1
	"2019"	"2019"	"Minnesota"	"27"	45514	5639632	807.0
	"2019"	"2019"	"Mississippi"	"28"	32964	2976149	1107.6
	"2019"	"2019"	"Missouri"	"29"	62401	6137428	1016.7
	"2019"	"2019"	"Montana"	"30"	10402	1068778	973.3
	"2019"	"2019"	"Nebraska"	"31"	16970	1934408	877.3
	"2019"	"2019"	"Nevada"	"32"	25586	3080156	830.7
	"2019"	"2019"	"New Hampshire"	"33"	12744	1359711	937.3
	"2019"	"2019"	"New Jersey"	"34"	75010	8882190	844.5
	"2019"	"2019"	"New Mexico"	"35"	19512	2096829	930.5
	"2019"	"2019"	"New York"	"36"	156375	19453561	803.8
	"2019"	"2019"	"North Carolina"	"37"	95881	10488084	914.2
	"2019"	"2019"	"North Dakota"	"38"	6702	762062	879.5
	"2019"	"2019"	"Ohio"	"39"	123717	11689100	1058.4
	"2019"	"2019"	"Oklahoma"	"40"	40930	3956971	1034.4
	"2019"	"2019"	"Oregon"	"41"	37370	4217737	886.0
	"2019"	"2019"	"Pennsylvania"	"42"	133983	12801989	1046.6
	"2019"	"2019"	"Rhode Island"	"44"	10256	1059361	968.1
	"2019"	"2019"	"South Carolina"	"45"	50962	5148714	989.8
	"2019"	"2019"	"South Dakota"	"46"	8270	884659	934.8
	"2019"	"2019"	"Tennessee"	"47"	71935	6829174	1053.3
	"2019"	"2019"	"Texas"	"48"	203362	28995881	701.3
	"2019"	"2019"	"Utah"	"49"	18736	3205958	584.4
	"2019"	"2019"	"Vermont"	"50"	5956	623989	954.5
	"2019"	"2019"	"Virginia"	"51"	70325	8535519	823.9
	"2019"	"2019"	"Washington"	"53"	58263	7614893	765.1
	"2019"	"2019"	"West Virginia"	"54"	23404	1792147	1305.9
	"2019"	"2019"	"Wisconsin"	"55"	54189	5822434	930.7
	"2019"	"2019"	"Wyoming"	"56"	5121	578759	884.8
"Total"	"2019"	"2019"			2854838	328239523	869.7
	"2020 "	"2020"	"Alabama"	"01"	64779	4921532	1316.2
	"2020 "	"2020"	"Alaska"	"02"	5170	731158	707.1
	"2020 "	"2020"	"Arizona"	"04"	75747	7421401	1020.7
	"2020 "	"2020"	"Arkansas"	"05"	38108	3030522	1257.5
	"2020 "	"2020"	"California"	"06"	319808	39368078	812.4
	"2020 "	"2020"	"Colorado"	"08"	46918	5807719	807.9
	"2020 "	"2020"	"Connecticut"	"09"	37853	3557006	1064.2
	"2020 "	"2020"	"Delaware"	"10"	11072	986809	1122.0
	"2020 "	"2020"	"District of Columbia"	"11"	6198	712816	869.5
	"2020 "	"2020"	"Florida"	"12"	239685	21733312	1102.8
	"2020 "	"2020"	"Georgia"	"13"	103075	10710017	962.4
	"2020 "	"2020"	"Hawaii"	"15"	12033	1407006	855.2
	"2020 "	"2020"	"Idaho"	"16"	16402	1826913	897.8
	"2020 "	"2020"	"Illinois"	"17"	132663	12587530	1053.9
	"2020 "	"2020"	"Indiana"	"18"	78194	6754953	1157.6
	"2020 "	"2020"	"Iowa"	"19"	35981	3163561	1137.4
	"2020 "	"2020"	"Kansas"	"20"	32060	2913805	1100.3
	"2020 "	"2020"	"Kentucky"	"21"	55880	4477251	1248.1
	"2020 "	"2020"	"Louisiana"	"22"	56752	4645318	1221.7
	"2020 "	"2020"	"Maine"	"23"	15740	1350141	1165.8
	"2020 "	"2020"	"Maryland"	"24"	60072	6055802	992.0
	"2020 "	"2020"	"Massachusetts"	"25"	68223	6893574	989.7
	"2020 "	"2020"	"Michigan"	"26"	117106	9966555	1175.0
	"2020 "	"2020"	"Minnesota"	"27"	52372	5657342	925.7
	"2020 "	"2020"	"Mississippi"	"28"	40190	2966786	1354.7
	"2020 "	"2020"	"Missouri"	"29"	73887	6151548	1201.1
	"2020 "	"2020"	"Montana"	"30"	12027	1080577	1113.0
	"2020 "	"2020"	"Nebraska"	"31"	19549	1937552	1009.0
	"2020 "	"2020"	"Nevada"	"32"	30618	3138259	975.6
	"2020 "	"2020"	"New Hampshire"	"33"	13700	1366275	1002.7
	"2020 "	"2020"	"New Jersey"	"34"	96003	8882371	1080.8
	"2020 "	"2020"	"New Mexico"	"35"	23807	2106319	1130.3
	"2020 "	"2020"	"New York"	"36"	203341	19336776	1051.6
	"2020 "	"2020"	"North Carolina"	"37"	109449	10600823	1032.5
	"2020 "	"2020"	"North Dakota"	"38"	8052	765309	1052.1
	"2020 "	"2020"	"Ohio"	"39"	143700	11693217	1228.9
	"2020 "	"2020"	"Oklahoma"	"40"	47809	3980783	1201.0
	"2020 "	"2020"	"Oregon"	"41"	40220	4241507	948.2
	"2020 "	"2020"	"Pennsylvania"	"42"	155546	12783254	1216.8
	"2020 "	"2020"	"Rhode Island"	"44"	11819	1057125	1118.0
	"2020 "	"2020"	"South Carolina"	"45"	61223	5218040	1173.3
	"2020 "	"2020"	"South Dakota"	"46"	9861	892717	1104.6
	"2020 "	"2020"	"Tennessee"	"47"	84205	6886834	1222.7
	"2020 "	"2020"	"Texas"	"48"	250339	29360759	852.6
	"2020 "	"2020"	"Utah"	"49"	21497	3249879	661.5
	"2020 "	"2020"	"Vermont"	"50"	6459	623347	1036.2
	"2020 "	"2020"	"Virginia"	"51"	80596	8590563	938.2
	"2020 "	"2020"	"Washington"	"53"	63146	7693612	820.8
	"2020 "	"2020"	"West Virginia"	"54"	26106	1784787	1462.7
	"2020 "	"2020"	"Wisconsin"	"55"	62706	5832655	1075.1
	"2020 "	"2020"	"Wyoming"	"56"	5983	582328	1027.4
"Total"	"2020 "	"2020"			3383729	329484123	1027.0
"Total"					56806341	6746356647	842.0
"---"
"Dataset: Underlying Cause of Death, 1999-2020"
"Query Parameters:"
"Title: Deaths by Year and State in 1999-2020"
"Group By: Year; State"
"Show Totals: True"
"Show Zero Values: False"
"Show Suppressed: False"
"Calculate Rates Per: 100,000"
"Rate Options: Default intercensal populations for years 2001-2009 (except Infant Age Groups)"
"---"
"Help: See http://wonder.cdc.gov/wonder/help/ucd.html for more information."
"---"
"Query Date: Nov 22, 2022 3:11:33 PM"
"---"
"Suggested Citation: Centers for Disease Control and Prevention, National Center for Health Statistics. National Vital Statistics"
"System, Mortality 1999-2020 on CDC WONDER Online Database, released in 2021. Data are from the Multiple Cause of Death Files,"
"1999-2020, as compiled from data provided by the 57 vital statistics jurisdictions through the Vital Statistics Cooperative"
"Program. Accessed at http://wonder.cdc.gov/ucd-icd10.html on Nov 22, 2022 3:11:33 PM"
"---"
Caveats:
"1. As of April 3, 2017, the underlying cause of death has been revised for 125 deaths in 2014. More information:"
"http://wonder.cdc.gov/wonder/help/ucd.html#2014-Revision."
"2. The population figures for year 2020 are bridged-race estimates of the July 1 resident population, from the Vintage 2020"
"postcensal series released by NCHS on September 22, 2021. The population figures for year 2019 are bridged-race estimates of the"
"July 1 resident population, from the Vintage 2019 postcensal series released by NCHS on July 9, 2020. The population figures for"
"year 2018 are bridged-race estimates of the July 1 resident population, from the Vintage 2018 postcensal series released by NCHS"
"on June 25, 2019. The population figures for year 2017 are bridged-race estimates of the July 1 resident population, from the"
"Vintage 2017 postcensal series released by NCHS on June 27, 2018. The population figures for year 2016 are bridged-race"
"estimates of the July 1 resident population, from the Vintage 2016 postcensal series released by NCHS on June 26, 2017. The"
"population figures for year 2015 are bridged-race estimates of the July 1 resident population, from the Vintage 2015 postcensal"
"series released by NCHS on June 28, 2016. The population figures for year 2014 are bridged-race estimates of the July 1 resident"
"population, from the Vintage 2014 postcensal series released by NCHS on June 30, 2015. The population figures for year 2013 are"
"bridged-race estimates of the July 1 resident population, from the Vintage 2013 postcensal series released by NCHS on June 26,"
"2014. The population figures for year 2012 are bridged-race estimates of the July 1 resident population, from the Vintage 2012"
"postcensal series released by NCHS on June 13, 2013. The population figures for year 2011 are bridged-race estimates of the July"
"1 resident population, from the Vintage 2011 postcensal series released by NCHS on July 18, 2012. Population figures for 2010"
"are April 1 Census counts. The population figures for years 2001 - 2009 are bridged-race estimates of the July 1 resident"
"population, from the revised intercensal county-level 2000 - 2009 series released by NCHS on October 26, 2012. Population"
"figures for 2000 are April 1 Census counts. Population figures for 1999 are from the 1990-1999 intercensal series of July 1"
"estimates. Population figures for the infant age groups are the number of live births. <br/><b>Note:</b> Rates and population"
"figures for years 2001 - 2009 differ slightly from previously published reports, due to use of the population estimates which"
"were available at the time of release."
"3. The population figures used in the calculation of death rates for the age group 'under 1 year' are the estimates of the"
"resident population that is under one year of age. More information: http://wonder.cdc.gov/wonder/help/ucd.html#Age Group."
