first_name,nickname
SCOTT,SCEETER
SCOTT,SQUAT
SCOTT,SCOTTIE
SEBASTIAN,SEBBY
SEBASTIAN,SEB
SELMA,ANSELM
SERENA,RENA
SERILLA,RILLA
SEYMOUR,SEE
SEYMOUR,MOREY
SHAINA,SHA
SHAINA,SHAY
SHARON,SHA
SHARON,SHAY
SHEILA,CECILIA
SHELDON,SHELLY
SHELTON,TONY
SHELTON,SHEL
SHELTON,SHELLY
SHERIDAN,DAN
SHERIDAN,DANNY
SHERIDAN,SHER
SHERYL,SHER
SHIRLEY,SHERRY
SHIRLEY,LEE
SHIRLEY,SHIRL
SIBBILLA,SYBILL
SIBBILLA,SIBBIE
SIBBILLA,SIBBELL
SIDNEY,SYD
SIDNEY,SID
SIGFIRED,SID
SIGFRID,SID
SIGISMUND,SIG
SILAS,SI
SILENCE,LILEY
SILVESTER,VESTER
SILVESTER,SI
SILVESTER,SLY
SILVESTER,VEST
SILVESTER,SYL
SIMEON,SI
SIMEON,SION
SIMON,SI
SIMON,SION
SMITH,SMITTY
SOCRATES,CRATE
SOLOMON,SAL
SOLOMON,SALMON
SOLOMON,SOL
SOLOMON,SOLLY
SOLOMON,SAUL
SOLOMON,ZOLLY
SONDRA,DRE
SONDRA,SONNIE
SOPHIA,SOPHIE
SOPHRONIA,FRONA
SOPHRONIA,SOPHIA
SOPHRONIA,FRONIA
STEPHAN,STEVE
STEPHANIE,STEPHEN
STEPHANIE,STEPHIE
STEPHANIE,ANNIE
STEPHANIE,STEPH
STEPHEN,STEVE
STEPHEN,STEPH
STEVE,STEVIE
STEVEN,STEVE
STEVEN,STEPH
STEVEN,STEVIE
STUART,STU
SUE,SUSIE
SUE,SUSAN
SULLIVAN,SULLY
SULLIVAN,VAN
SULLY,SULLIVAN
SUSAN,HANNAH
SUSAN,SUSIE
SUSAN,SUE
SUSAN,SUKEY
SUSAN,SUZIE
SUSANNAH,HANNAH
SUSANNAH,SUSIE
SUSANNAH,SUE
SUSANNAH,SUKEY
SUSIE,SUZIE
SUZANNE,SUKI
SUZANNE,SUE
SUZANNE,SUSIE
SYBILL,SIBBIE
SYDNEY,SID
SYLVANUS,SLY
SYLVANUS,SYL
SYLVESTER,SY
SYLVESTER,SLY
SYLVESTER,VET
SYLVESTER,SYL
SYLVESTER,VESTER
SYLVESTER,SI
SYLVESTER,VESSIE
TABBY,TABITHA
TABITHA,TABBY
TAMARRA,TAMMY
TANAFRA,TANNY
TASHA,TASH
TASHA,TASHIE
TED,TEDDY
TEMPERANCE,TEMPY
TERENCE,TERRY
TERESA,TERRY
TERRY,TERENCE
TESS,TERESA
TESS,THERESA
TESSA,TERESA
TESSA,THERESA
THAD,THADDEUS
THADDEUS,THAD
THEO,THEODORE
THEODORA,DORA
THEODORE,THEO
THEODORE,TED
THEODORE,TEDDY
THEODOSIA,THEO
THEODOSIA,DOSIA
THEODOSIA,THEODOSIUS
THEOPHILUS,OPHI
THEOTHA,OTHA
THERESA,TESSIE
THERESA,THIRZA
THERESA,TESSA
THERESA,TERRY
THERESA,TRACY
THERESA,TESS
THERESA,THURSA
THOM,THOMAS
THOM,TOMMY
THOM,TOM
THOMAS,THOM
THOMAS,TOMMY
THOMAS,TOM
THOMASA,TAMZINE
TIFFANY,TIFF
TIFFANY,TIFFY
TILFORD,TILLIE
TIM,TIMOTHY
TIM,TIMMY
TIMMY,TIMOTHY
TIMOTHY,TIM
TIMOTHY,TIMMY
TINA,CHRISTINA
TOBIAS,BIAS
TOBIAS,TOBY
TOM,THOMAS
TOM,TOMMY
TOMMY,THOMAS
TONY,ANTHONY
TRANQUILLA,TRANNIE
TRANQUILLA,QUILLA
TRISHA,PATRICIA
TRIX,TRIXIE
TRUDY,GERTRUDE
TRYPHENA,PHENA
UNICE,EUNICE
UNICE,NICIE
URIAH,RIAH
URSULA,SULIE
URSULA,SULA
VALENTINA,FELTY
VALENTINA,VALLIE
VALENTINA,VAL
VALENTINE,FELTY
VALERI,VAL
VALERIE,VAL
VANBUREN,BUREN
VANDALIA,VANNIE
VANESSA,ESSA
VANESSA,VANNA
VANESSA,NESSA
VERNISEE,NICEY
VERONICA,VONNIE
VERONICA,RON
VERONICA,RONNA
VERONICA,RONIE
VERONICA,FRONY
VERONICA,FRANKY
VERONICA,RONNIE
VIC,VICKI
VIC,VICKY
VICKI,VICKY
VICKI,VICTORIA
VICKIE,VICTORIA
VICKY,VICTORIA
VICTOR,VIC
VICTOR,VICKIE
VICTOR,VICKY
VICTORIA,TORIE
VICTORIA,VIC
VICTORIA,VICKI
VICTORIA,TORY
VICTORIA,VICKY
VIJAY,VIJ
VINCENT,VIC
VINCENT,VINCE
VINCENT,VINNIE
VINCENT,VIN
VINCENT,VINNY
VINCENZO,VIC
VINCENZO,VINNIE
VINCENZO,VIN
VINCENZO,VINNY
VINCENZO,VINCE
VINSON,VINNY
VINSON,VINNIE
VINSON,VIN
VIOLA,OLA
VIOLA,VI
VIOLETTA,LETTIE
VIRGINIA,JANE
VIRGINIA,JENNIE
VIRGINIA,GINNY
VIRGINIA,VIRGY
VIRGINIA,GINGER
VIVIAN,VI
VIVIAN,VIV
WALDO,OZZY
WALDO,OSSY
WALLACE,WALLY
WALLY,WALT
WALTER,WALLY
WALTER,WALT
WASHINGTON,WASH
WEBSTER,WEBB
WENDY,WEN
WESLEY,WES
WESTLEY,WEST
WESTLEY,WES
WESTLEY,FARMBOY
WILBER,WILL
WILBER,BERT
WILBUR,WILLY
WILBUR,WILLIE
WILDA,WILLIE
WILFRED,WILL
WILFRED,WILLIE
WILFRED,FRED
WILFRED,WIL
WILHELM,WIL
WILHELM,WILLIE
WILHELMINA,MINA
WILHELMINA,WILMA
WILHELMINA,WILLIE
WILHELMINA,MINNIE
WILL,BILL
WILL,WILLIE
WILL,WILBUR
WILL,FRED
WILLIAM,WILLY
WILLIAM,BELL
WILLIAM,BELA
WILLIAM,BILL
WILLIAM,WILL
WILLIAM,BILLY
WILLIAM,WILLIE
WILLIAM,WIL
WILLIE,WILLIAM
WILLIE,FRED
WILLIS,WILLY
WILLIS,BILL
WILMA,WILLIAM
WILMA,BILLIE
WILMA,WILHELM
WILSON,WILL
WILSON,WILLY
WILSON,WILLIE
WINFIELD,FIELD
WINFIELD,WINNY
WINFIELD,WIN
WINIFRED,FREDDIE
WINIFRED,WINNIE
WINIFRED,WINNET
WINNIE,WINNIFRED
WINNIFRED,FREDDIE
WINNIFRED,FREDDY
WINNIFRED,WINNY
WINNIFRED,WINNIE
WINNIFRED,FRED
WINNY,WINNIFRED
WINTON,WINT
WOODROW,WOODY
WOODROW,WOOD
WOODROW,DREW
YEONA,ONIE
YEONA,ONA
YOSHIHIKO,YOSHI
YULAN,LAN
YULAN,YUL
YVONNE,VONNA
ZACH,ZACHARIAH
ZACHARIAH,ZACHY
ZACHARIAH,ZACH
ZACHARIAH,ZEKE
ZACHARIAH,ZAC
ZACHARIAH,ZACK
ZACHARIAH,ZAK
ZACHARIAH,ZAKK
ZACHARY,ZACHY
ZACHARY,ZACH
ZACHARY,ZEKE
ZACHARY,ZAC
ZACHARY,ZACK
ZACHARY,ZAK
ZACHARY,ZAKK
ZACHERY,ZACHY
ZACHERY,ZACH
ZACHERY,ZEKE
ZACHERY,ZAC
ZACHERY,ZACK
ZACHERY,ZAK
ZACHERY,ZAKK
ZEBEDEE,ZEB
ZEDEDIAH,DYER
ZEDEDIAH,ZED
ZEDEDIAH,DIAH
ZEPHANIAH,ZEPH
ADRI,ADRIAN
ADRIANCITO,ADRIAN
AL,ALBERTO
ALBERT,ALBERTO
ALBY,ALBERTO
BETO,ALBERTO
BEBETO,ALBERTO
BETIN,ALBERTO
ALEX,ALEJANDRO
ALEJO,ALEJANDRO
JANDO,ALEJANDRO
JANDRO,ALEJANDRO
PONCHO,ALFONSO
MONCHO,ALFONSO
FONSO,ALFONSO
TACHO,ANASTASIO
TONY,ANTONIO
TONO,ANTONIO
TONITO,ANTONIO
BEN,BENJAMIN
BENNY,BENJAMIN
BENJA,BENJAMIN
BENJAMON,BENJAMIN
BENJI,BENJAMIN
CHAMIN,BENJAMIN
MINCHO,BENJAMIN
BERNA,BERNARDO
BERNI,BERNARDO
CARLANGAS,CARLOS
CARLITOS,CARLOS
CHARLY,CARLOS
CHARLES,CARLOS
TEMO,CUAUHTEMOC
DANI,DANIEL
EDU,EDUARDO
EDUARDITOEDDY,EDUARDO
LALO,EDUARDO
YAYO,EDUARDO
EMI,EMILIO
MILO,EMILIO
EMMA,EMMANUEL
MANE,EMMANUEL
MANU,EMMANUEL
MANY,EMMANUEL
QUIQUE,ENRIQUE
RICKY,ENRIQUE
ROQUE,ENRIQUE
,ENRIQUE
ERNI,ERNESTO
NESTI,ERNESTO
NESTOR,ERNESTO
NETO,ERNESTO
FABIANCITO,FABIAN
FITO,FABIAN
FEDE,FEDERICO
FREDDY,FEDERICO
KIKO,FEDERICO
KIKI,FEDERICO
FELI,FELIPE
FELIPIN,FELIPE
GELIPE,FELIPE
PIPE,FELIPE
PIPO,FELIPE
FER,FERNANDO
FERCHO,FERNANDO
FERNA,FERNANDO
FERNANDITO,FERNANDO
FERNY,FERNANDO
CISCO,FRANCISCO
CHISCO,FRANCISCO
CURRO,FRANCISCO
FRAN,FRANCISCO
FRANCIS,FRANCISCO
FRANCO,FRANCISCO
FRANCHU,FRANCISCO
FRANK,FRANCISCO
PACO,FRANCISCO
PANCHO,FRANCISCO
PAQUITO,FRANCISCO
QUICO,FRANCISCO
GABY,GABRIEL
GABITO,GABRIEL
GABO,GABRIEL
GERA,GERARDO
GERARDITO,GERARDO
GERRY,GERARDO
GREGO,GREGORIO
GREGOR,GREGORIO
GOYO,GREGORIO
GOYITO,GREGORIO
LUPE,GUADALUPE
LUPILLO,GUADALUPE
LUPITO,GUADALUPE
GUILLE,GUILLERMO
MEMIN,GUILLERMO
MEMO,GUILLERMO
GUS,GUSTAVO
TAVITO,GUSTAVO
TAVO,GUSTAVO
NACHO,IGNACIO
NACHIN,IGNACIO
IGNA,IGNACIO
INAKI,IGNACIO
NACO,IGNACIO
ISMA,ISMAEL
CHUCHO,JESUS
CHUY,JESUS
CHUYITO,JESUS
CHUS,JESUS
JOACO,JOAQUIN
CHIMO,JOAQUIN
KIKIN,JOAQUIN
QUINO,JOAQUIN
QUINCHO,JOAQUIN
COCO,JORGE
COQUE,JORGE
CHEPE,JOSE
JOSECITO,JOSE
PEPE,JOSE
PEPITO,JOSE
CHEMA,JOSEMARIA
JOSEMA,JOSEMARIA
PEPEMARIA,JOSEMARIA
JOSERRA,JOSERAMON
CHE,JOSUE
JOS,JOSUE
JOSH,JOSUE
JUANCHI,JUAN
JUANCHO,JUAN
JUANELO,JUAN
JUANCA,JUANCARLOS
JUANCAR,JUANCARLOS
JUAMPA,JUANPABLO
JUAMPI,JUANPABLO
JUAMPIS,JUANPABLO
GÜICHO,LUIS
LUCHO,LUIS
LUISITO,LUIS
LUISFER,LUISFERNANDO
LUISMI,LUISMIGUEL
MIGUE,MIGUEL
MIGUELON,MIGUEL
MIKE,MIGUEL
MIKE,MIGUEL
MIKI,MIGUEL
MOI,MOISES
MOICAS,MOISES
MOY,MOISES
NICO,NICOLAS
COLATE,NICOLAS
COLACHO,NICOLAS
NIKI,NICOLAS
PATO,PATRICIO
PERICO,PEDRO
PEDRUCHO,PEDRO
PETER,PEDRO
RAMI,RAMIRO
RAMIS,RAMIRO
MONCHE,RAMON
MONCHO,RAMON
MONCHITO,RAMON
RAULITO,RAUL
RULAS,RAUL
RULIS,RAUL
RULO,RAUL
RULY,RAUL
KIKI,RICARDO
RICA,RICARDO
RICHAR,RICARDO
RICHI,RICARDO
RICKY,RICARDO
BETO,ROBERTO
BOBBY,ROBERTO
ROBER,ROBERTO
ROLA,ROLANDO
ROLAN,ROLANDO
ROLO,ROLANDO
CHAVA,SALVADOR
CHAVITA,SALVADOR
SAL,SALVADOR
SALVA,SALVADOR
CHECO,SERGIO
CHECHO,SERGIO
KEKO,SERGIO
SERCH,SERGIO
YAYO,SERGIO
YAYITO,SERGIO
CHANDE,VICENTE
CHENTE,VICENTE
CHELO,VICENTE
VICO,VICENTE
VITE,VICENTE
VIC,VICTOR
VICO,VICTOR
VITOLO,VICTOR
ADRI,ADRIANA
ALI,ALICIA
LICHA,ALICIA
ANALU,ANALUCIA
ANAPAU,ANAPAULA
ANDI,ANDREA
NEA,ANDREA
BAR,BARBARA
BARBI,BARBARA
BEA,BEATRIZ
BETY,BEATRIZ
BERE,BERENICE
CARITO,CAROLINA
CARO,CAROLINA
CAROL,CAROLINA
CAROLA,CAROLINA
LINA,CAROLINA
CECI,CECILIA
CECIL,CECILIA
CHECHI,CECILIA
CHECHU,CECILIA
,CECILIA
CRIS,CRISTINA
CRISTI,CRISTINA
CRISTINITA,CRISTINA
TINA,CRISTINA
CONCE,CONCEPCION
CONCHA,CONCEPCION
CONCHIS,CONCEPCION
CONCHITA,CONCEPCION
CONI,CONSTANZA
COTI,CONSTANZA
CHELO,CONSUELO
DANI,DANIELA
DANIELITA,DANIELA
NANY,DANIELA
LOLA,DOLORES
LOLI,DOLORES
LOLIS,DOLORES
LOLITA,DOLORES
ELE,ELENA
ELENI,ELENA
LENA,ELENA
NENA,ELENA
ELO,ELOISA
ERI,ERIKA
KIKA,ERIKA
ESPE,ESPERANZA
LANCHA,ESPERANZA
PELANCHA,ESPERANZA
PERA,ESPERANZA
PERIS,ESPERANZA
PERITA,ESPERANZA
ESTEFA,ESTEFANIA
ESTEFI,ESTEFANIA
FANY,ESTEFANIA
NANI,ESTEFANIA
TEFI,ESTEFANIA
FER,FERNANDA
FERCHA,FERNANDA
FERCHITA,FERNANDA
FERNI,FERNANDA
NANDA,FERNANDA
NANDITA,FERNANDA
CISCA,FRANCISCA
CHICA,FRANCISCA
FRAN,FRANCISCA
KIKA,FRANCISCA
PACA,FRANCISCA
PANCHA,FRANCISCA
PANCHITA,FRANCISCA
PAQUI,FRANCISCA
PAQUITA,FRANCISCA
GENO,GENOVEVA
VEVA,GENOVEVA
CHELA,GRACIELA
GUADA,GUADALUPE
LUPE,GUADALUPE
LUPITA,GUADALUPE
GUILLE,GUILLERMINA
MEMINA,GUILLERMINA
MINA,GUILLERMINA
NECHO,INES
NENA,INES
ISA,ISABEL
CHABE,ISABEL
CHABELA,ISABEL
CHEPINA,JOSEFINA
FINA,JOSEFINA
JOSE,JOSEFINA
PEPA,JOSEFINA
PEPITA,JOSEFINA
PINA,JOSEFINA
PINI,JOSEFINA
LALA,LAURA
LORI,LAURA
LAU,LAURA
LAURIS,LAURA
LULA,LOURDES
LULIS,LOURDES
LULU,LOURDES
MAR,MARCELA
MARCE,MARCELA
CHELA,MARCELA
CHELITA,MARCELA
MARI,MARIA
MARIQUITA,MARIA
MARUJA,MARIA
MARICARMEN,MARIADELCARMEN
MARIELE,MARIAELENA
LENA,MARIAELENA
MARIENA,MARIAELENA
NENA,MARIAELENA
MARU,MARIAEUGENIA
MARUJA,MARIAEUGENIA
MARA,MARIAEUGENIA
MANE,MARIAEUGENIA
MAFE,MARIAFERNANDA
MAFER,MARIAFERNANDA
MARIFER,MARIAFERNANDA
FERCHA,MARIAFERNANDA
MAYE,MARIAFERNANDA
CHEPA,MARIAJOSE
MAJO,MARIAJOSE
MARIJO,MARIAJOSE
MARIJOSE,MARIAJOSE
MARIAPEPA,MARIAJOSE
MARIPEPI,MARIAJOSE
MARIAPEPITO,MARIAJOSE
CHUS,MARIAJESUS
MARIJO,MARIAJESUS
MARILU,MARIALUISA
MARITERE,MARIATERESA
MERCE,MERCEDES
MECHE,MERCEDES
MECHITA,MERCEDES
MERCI,MERCEDES
MERCHI,MERCEDES
MONI,MONICA
MONA,MONICA
NATA,NATALIA
NATI,NATALIA
MONA,RAMONA
MONCHA,RAMONA
MONCHITA,RAMONA
MONSI,RAMONA
BECA,REBECA
BECKY,REBECA
REBE,REBECA
REBEQUITA,REBECA
GINA,REGINA
REGINITA,REGINA
CHIO,ROCIO
ROCI,ROCIO
ROSI,ROCIO
ROSI,ROSA
ROSITA,ROSA
CHARO,ROSARIO
CHAYO,ROSARIO
CHIVA,SILVIA
CHIVIS,SILVIA
SILVIS,SILVIA
COCO,SOCORRO
COCOY,SOCORRO
COQUIS,SOCORRO
SOCO,SOCORRO
CHOLE,SOLEDAD
SOL,SOLEDAD
SOLE,SOLEDAD
YOLA,YOLANDA
YOLI,YOLANDA
YOYA,YOLANDA
YOYIS,YOLANDA
VICKY,VICTORIA
ERIN,AARON
RONNIE,AARON
RON,AARON
NABBY,ABBIGAIL
ABBY,ABBIGAIL
GAIL,ABBIGAIL
ABBI,ABBIGAIL
ABBEY,ABBIGAIL
BEDNEY,ABEDNEGO
EBBIE,ABEL
AB,ABEL
ABE,ABEL
EB,ABEL
AB,ABIEL
NABBY,ABIGAIL
ABBY,ABIGAIL
GAIL,ABIGAIL
AB,ABIJAH
BIGE,ABIJAH
AB,ABNER
AB,ABRAHAM
ABE,ABRAHAM
AB,ABRAM
ABE,ABRAM
APP,ABSALOM
AB,ABSALOM
ABBIE,ABSALOM
ADDY,ADA
DELIA,ADALINE
LENA,ADALINE
DELL,ADALINE
ADDY,ADALINE
ADA,ADALINE
ADDIE,ADDISON
ADDY,ADDISON
DELLA,ADELA
HEIDI,ADELAIDE
ADELE,ADELAIDE
DELL,ADELAIDE
ADDY,ADELAIDE
DELLA,ADELAIDE
DEL,ADELBERT
ALBERT,ADELBERT
DELBERT,ADELBERT
BERT,ADELBERT
ADDY,ADELE
DELL,ADELE
DELIA,ADELINE
LENA,ADELINE
DELL,ADELINE
ADDY,ADELINE
ADA,ADELINE
PHILLY,ADELPHIA
DELPHIA,ADELPHIA
ADELE,ADELPHIA
DELL,ADELPHIA
ADDY,ADELPHIA
DOLPH,ADOLPHUS
ADO,ADOLPHUS
ADOLPH,ADOLPHUS
RIAN,ADRIAN
RIANE,ADRIANE
ADDIE,ADRIENNE
RIENNE,ADRIENNE
ENNE,ADRIENNE
AGGY,AGATHA
INEZ,AGNES
AGGY,AGNES
NESSA,AGNES
LENA,AILEEN
ALLIE,AILEEN
AL,ALAN
AL,ALANSON
LANSON,ALANSON
AL,ALASTAIR
ALI,ALAZAMA
BERT,ALBERT
AL,ALBERT
BERT,ALBERTA
ALLIE,ALBERTA
BERTIE,ALBERTA
AL,ALDO
RICHE,ALDRICH
RICH,ALDRICH
ALEX,ALEKSANDR
ALEK,ALEKSANDR
LEVY,ALEVA
LEVE,ALEVA
AL,ALEX
ALEX,ALEXANDER
AL,ALEXANDER
SANDY,ALEXANDER
ALEC,ALEXANDER
ALEX,ALEXANDRA
SANDY,ALEXANDRA
ALLA,ALEXANDRA
SANDRA,ALEXANDRA
DRINA,ALEXANDRIA
ALEXANDER,ALEXANDRIA
ALLA,ALEXANDRIA
SANDRA,ALEXANDRIA
LEXI,ALEXIS
AL,ALFONSE
FREDDY,ALFRED
AL,ALFRED
FRED,ALFRED
FREDDY,ALFREDA
ALFY,ALFREDA
FREDA,ALFREDA
FRIEDA,ALFREDA
ALGY,ALGERNON
LISA,ALICE
ELSIE,ALICE
ALLIE,ALICE
LISA,ALICIA
ELSIE,ALICIA
ALLIE,ALICIA
ADELINE,ALINE
ALI,ALISON
ALLIE,ALISON
ALIX,ALIXANDRA
AL,ALLAN
AL,ALLEN
ALLIE,ALLISANDRA
ALI,ALLISON
ALLIE,ALLISON
ALLY,ALLYSON
ALLIE,ALLYSON
ALLY,ALLYSSA
ALLIE,ALLYSSA
MENA,ALMENA
ALLIE,ALMENA
MINNIE,ALMINA
MYRA,ALMIRA
LON,ALONZO
AL,ALONZO
LONZO,ALONZO
ALPHUS,ALPHINIAS
ALLY,ALTHEA
VIRDIE,ALVERTA
VERT,ALVERTA
LISSIA,ALYSSA
AL,ALYSSA
ALLY,ALYSSA
ZADA,ALZADA
MANDY,AMANDA
MANDA,AMANDA
BROSE,AMBROSE
AMY,AMELIA
MEL,AMELIA
MILLIE,AMELIA
EMILY,AMELIA
MOSES,AMOS
ANA,ANASTASIA
STACY,ANASTASIA
ANDY,ANDERSON
DREA,ANDRE
DREA,ANDREA
REA,ANDREA
ANDREW,ANDREA
ANDY,ANDREW
DREW,ANDREW
ADA,ANDRIANE
ADRI,ANDRIANE
RIENNE,ANDRIANE
ANGEL,ANGELA
ANGIE,ANGELA
ANGIE,ANGELICA
ANGEL,ANGELICA
ANGEL,ANGELINA
ANGIE,ANGELINA
LINA,ANGELINA
ANNIE,ANN
NAN,ANN
ANNE,ANNA
ANN,ANNA
ANNIE,ANNA
NAN,ANNA
ANNIE,ANNE
ANN,ANNE
NAN,ANNE
ANNA,ANNETTE
NETTIE,ANNETTE
ANN,ANNIE
ANNA,ANNIE
ANSEL,ANSELM
SELMA,ANSELM
ANSE,ANSELM
ANCE,ANSELM
ANT,ANTHONY
TONY,ANTHONY
TONY,ANTOINETTE
NETTA,ANTOINETTE
ANN,ANTOINETTE
TONY,ANTONIA
NETTA,ANTONIA
ANN,ANTONIA
ANT,ANTONIO
TONY,ANTONIO
APPY,APPOLINE
APPIE,APPOLINE
QUIL,AQUILLA
QUILLIE,AQUILLA
BELLE,ARA
ARRY,ARA
ARA,ARABELLA
BELLA,ARABELLA
ARRY,ARABELLA
BELLE,ARABELLA
ARA,ARABELLE
BELLA,ARABELLE
ARRY,ARABELLE
BELLE,ARABELLE
ARMIDA,ARAMINTA
MIDDIE,ARAMINTA
RUMINTA,ARAMINTA
MINTY,ARAMINTA
ARCHIE,ARCHIBALD
KILL,ARCHILLES
KILLIS,ARCHILLES
ARIE,ARIADNE
ARI,ARIADNE
ARIE,ARIELLE
TELLY,ARISTOTLE
ONIE,ARIZONA
ONA,ARIZONA
ARLY,ARLENE
LENA,ARLENE
MANDY,ARMANDA
MENA,ARMENA
ARRY,ARMENA
MILLY,ARMILDA
MINDIE,ARMINDA
MINITE,ARMINTA
MINNIE,ARMINTA
ARNIE,ARNOLD
ERIN,ARON
RONNIE,ARON
RON,ARON
EPSEY,ARTELEPSA
ART,ARTEMUS
ART,ARTHUR
THURSA,ARTHUSA
ZADDI,ARZADA
ASA,ASAHEL
ASA,ASAPH
SENE,ASENATH
ASSENE,ASENATH
NATTY,ASENATH
ASH,ASHLEY
LEAH,ASHLEY
LEE,ASHLEY
BREE,AUBREY
DEE,AUDREY
GUS,AUGUST
TINA,AUGUSTA
AGGY,AUGUSTA
GATSY,AUGUSTA
GUSSIE,AUGUSTA
TINA,AUGUSTINA
AGGY,AUGUSTINA
GATSY,AUGUSTINA
GUSSIE,AUGUSTINA
GUS,AUGUSTINE
AUSTIN,AUGUSTINE
AUGUST,AUGUSTINE
GUS,AUGUSTUS
AUSTIN,AUGUSTUS
AUGUST,AUGUSTUS
REE,AURELIA
RILLY,AURELIA
ORILLA,AURELIA
AURILLA,AURELIA
ORA,AURELIA
RILLA,AVARILLA
RIAH,AZARIAH
AZE,AZARIAH
BARBY,BAB
BARBY,BABS
BARBARA,BABS
BAB,BABS
BARBY,BARBARA
BABS,BARBARA
BAB,BARBARA
BOBBIE,BARBARA
BARBARA,BARBERY
BARBARA,BARBIE
BARNEY,BARNABAS
BARNABAS,BARNEY
BARTHOLOMEW,BART
BARTEL,BARTHOLOMEW
BAT,BARTHOLOMEW
MEUS,BARTHOLOMEW
BART,BARTHOLOMEW
MEES,BARTHOLOMEW
BART,BARTICUS
BASIL,BAZALEEL
BEATRICE,BEA
BEA,BEATRICE
TRISHA,BEATRICE
TRIXIE,BEATRICE
TRIX,BEATRICE
BECK,BECCA
BECKY,BECK
DELIA,BEDELIA
BRIDGIT,BEDELIA
BELLE,BELINDA
LINDA,BELINDA
BELLE,BELLA
ARABELLA,BELLA
ISABELLA,BELLA
BENNIE,BENEDICT
BEN,BENEDICT
BENJY,BENJAMIN
JAMIE,BENJAMIN
BENNIE,BENJAMIN
BEN,BENJAMIN
BENNY,BENJAMIN
BENJAMIN,BENJY
BARNEY,BERNARD
BERNIE,BERNARD
BERNEY,BERNARD
BERNIE,BERNEY
BERTIE,BERT
BOB,BERT
BOBBY,BERT
BERT,BERTHA
BIRDIE,BERTHA
BERTIE,BERTHA
BERT,BERTRAM
BESSIE,BESS
BETSY,BETH
BETTY,BETH
ELIZABETH,BETH
BETH,BETHENA
THANEY,BETHENA
BEV,BEVERLY
ZEELY,BEZALEEL
BIDDY,BIDDIE
WILLIAM,BILL
BILLY,BILL
ROBERT,BILL
WILLIE,BILL
FRED,BILL
WILLIAM,BILLY
ROBERT,BILLY
FRED,BILLY
BEA,BLANCHE
ROB,BOB
ROBERT,BOB
ROB,BOBBY
BOB,BOBBY
BO,BOETIUS
BRADFORD,BRAD
FORD,BRAD
FORD,BRADFORD
BRAD,BRADFORD
BRAD,BRADLEY
BRODY,BRADY
BREE,BREANNA
BRI,BREANNA
BREE,BREEANNA
BRANDY,BRENDA
BRYAN,BRIAN
BRYANT,BRIAN
BRI,BRIANNA
BRIDIE,BRIDGET
BIDDY,BRIDGET
BRIDGIE,BRIDGET
BIDDIE,BRIDGET
BRITT,BRITTANY
BRITT,BRITTNEY
RICKY,BRODERICK
BRODY,BRODERICK
BRADY,BRODERICK
RICK,BRODERICK
CAIT,CAITLIN
CAITY,CAITLIN
CAIT,CAITLYN
CAITY,CAITLYN
CALLIEDONA,CALDONIA
CAL,CALEB
CALLIE,CALIFORNIA
KISSY,CALISTA
CALLY,CALPURNIA
VIN,CALVIN
VINNY,CALVIN
CAL,CALVIN
RON,CAMERON
CAM,CAMERON
RONNY,CAMERON
MILLIE,CAMILLE
CAMMIE,CAMILLE
CAM,CAMPBELL
CANDY,CANDACE
DACEY,CANDACE
LOTTIE,CARLOTTA
CARL,CARLTON
MELLIA,CARMELLIA
MELO,CARMELO
CHARM,CARMON
CAMMIE,CARMON
CARM,CARMON
LYNN,CAROL
CARRIE,CAROL
CAROLANN,CAROL
CASSIE,CAROL
CAROLINE,CAROL
CAROLE,CAROL
CAROL,CAROLANN
CAROLE,CAROLANN
LYNN,CAROLINE
CAROL,CAROLINE
CARRIE,CAROLINE
CASSIE,CAROLINE
CAROLE,CAROLINE
LYNN,CAROLYN
CARRIE,CAROLYN
CASSIE,CAROLYN
CASSIE,CARRIE
ETTA,CARTHAETTE
ETTY,CARTHAETTE
K.C.,CASEY
JASPER,CASPER
SANDY,CASSANDRA
CASSIE,CASSANDRA
SANDRA,CASSANDRA
CASSIE,CASSIDY
CASS,CASSIDY
CASS,CASWELL
KATHY,CATHERINE
KATY,CATHERINE
LENA,CATHERINE
KITTIE,CATHERINE
KIT,CATHERINE
TRINA,CATHERINE
CATHY,CATHERINE
KAY,CATHERINE
CASSIE,CATHERINE
KATHY,CATHLEEN
KATY,CATHLEEN
LENA,CATHLEEN
KITTIE,CATHLEEN
KIT,CATHLEEN
TRINA,CATHLEEN
CATHY,CATHLEEN
KAY,CATHLEEN
CASSIE,CATHLEEN
KATHY,CATHY
CATHLEEN,CATHY
CATHERINE,CATHY
CISSY,CECILIA
CELIA,CECILIA
CED,CEDRIC
RICK,CEDRIC
RICKY,CEDRIC
LESSIE,CELESTE
CELIA,CELESTE
LINDA,CELINDA
LYNN,CELINDA
LINDY,CELINDA
CHAT,CHARITY
CHARLIE,CHARLES
CHUCK,CHARLES
CARL,CHARLES
CHICK,CHARLES
CHARLES,CHARLIE
CHUCK,CHARLIE
CHAR,CHARLOTTE
SHERRY,CHARLOTTE
LOTTIE,CHARLOTTE
LOTTA,CHARLOTTE
CHAN,CHAUNCEY
CHER,CHERYL
CHET,CHESLEY
CHET,CHESTER
CHESTER,CHET
CHARLOTTE,CHICK
CAROLINE,CHICK
CHUCK,CHICK
CLO,CHLOE
CHRISTINA,CHRIS
CHRISTOPHER,CHRIS
